,Index,Hypothesis,Premise,Type,Explanation,Label,SarcasmSimilarity,Source
1375,5843,"For as long as the users subscribe to our services to meet their suitable purpose(s) for which it was collected, for the sake of enforcing agreements, for performing audits, for resolving any form of disputes, for establishing legal defences, for pursuing legitimate businesses and to comply with the relevant applicable laws.","For as long as the users subscribe to our services to fulfill their suitable purpose(s) for which it was collected, for the sake of enforcing agreements, for performing audits, for resolving any form of disputes, for establishing legal defences, for pursuing legitimate businesses and to comply with the relevant applicable laws.",Metaphor,,Entailment,,IMPLI
1376,7880,Your manners are like a German racing for a sun lounger.,,Simile,,,,AB
1377,3367,Her face was already like a beet.,Her face was already red,Simile,"Beets are a red vegetable, so the simile is saying that her face was already red.",Entailment,UNQ,FLUTE
1378,4722,That approach would seek to knock out a keystone of Civil Service tradition .,That approach would seek to knock out the basis of Civil Service tradition .,Metaphor,,Entailment,,IMPLI
1379,5490,First Southern Bank offers a wide range of products and services to help meet the unique needs of small businesses.,First Southern Bank offers a wide range of products and services to help fulfill the unique needs of small businesses.,Metaphor,,Entailment,,IMPLI
1380,3083,You'd better keep away from Bill today because he's in a black mood.,You'd better keep away from Bill today because he's angry and sad.,Metaphor,Being in a black mood typically suggest beingangry and sad.,Entailment,UNQ,FLUTE
1381,1199,I feel really loved because my boyfriend just broke up with me,My boyfriend broke up with me.,Sarcasm,Being in a relationship and then having it abruptly end can make someone feel very lonely and not loved at all.,Contradiction,SIM,FLUTE
1382,7703,Your input is like a magic eight ball.,,Simile,,,,AB
1383,2055,I'm really happy because my wifi is not working and I can't get any work done,My wifi is not working properly,Sarcasm,Most people need wifi to be able to work and not having it working would frustrate them instead of making them happy because it hinders their productivity.,Contradiction,SIM,FLUTE
1384,1348,My  favorite team totally choked in the playoffs and it made me feel good as such a loyal fan.,My favorite team blew a big lead in the playoffs.,Sarcasm,A sports team losing in the playoffs is not good news for them or their fans and so someone feeling good about it absurd.,Contradiction,SIM,FLUTE
1385,7463,Your arms are like milky tubes.,,Simile,,,,AB
1386,6237,Pattenism is not to be a continuation of Ridleyism : an important theme underlying the whole speech was that he intends not to err on the side of market forces at the expense of planning restrictions .,Pattenism is not to be a continuation of Ridleyism : an important theme underlying the whole speech was that he intends not to lean heavily towards the market forces at the expense of planning restrictions .,Idiom,,Entailment,,IMPLI
1387,5045,the baby cried as hard as a butterfly flapping a broken wing,The baby hardly cried,Metaphor,,,,FIGQA
1388,6852,The city was as vibrant as a carnival.,,Simile,,,,CHATGPT
1389,5579,"On my third and final full day in Denver, I was filled with not only excitement about returning to Coors Field for yet another Rockies game, but also some sadness.","On my third and final full day in Denver, I was was experienced in with not only excitement about returning to Coors Field for yet another Rockies game, but also some sadness.",Metaphor,,Entailment,,IMPLI
1390,503,I felt just great about eating an entire large pizza by myself last night after doing so well on my diet,I have been doing very well on my diet and last night I decided to eat a whole large pizza by myself!,Sarcasm,"Eating an entire large pizza is not a healthy thing to do and goes against dieting, so feeling great about it would be wrong.",Contradiction,SIM,FLUTE
1391,2268,"When the next tremor of terror tore though me, it made a very physical appearance when I was like a lone leaf in the dead of winter.",I was trembling with terror when the next earthquake hit.,Simile,A leaf in the dead of winter would be very noticeably trembling because there are no other leaves around it to camouflage its movement.,Entailment,UNQ,FLUTE
1392,931,It's making me feel so grateful how my sister in law and her fiance are able to go on all these trips abroad when we're just enjoying the struggle to get our bills paid,My sister in law and her fiance are taking all these trips abroad and we are struggling just to get our bills paid.,Sarcasm,The sister in law and her fiance going on trips abroad while the speaker is struggling to get their bills paid implies that the former are more wealthy than the latter and hence it is sarcastic to say that the speaker is grateful for it.,Contradiction,SIM,FLUTE
1393,5255,The farmer's field looked like a battlefield after war,The farmer's field looked bad,Metaphor,,,,FIGQA
1394,6198,The struggle to explore the inner space of their materials has driven sculptors to dig deep .,The struggle to explore the inner space of their materials has driven sculptors to make an effort with every resource .,Idiom,,Entailment,,IMPLI
1395,1897,Proud that my 15 year old decided to steal my family member's bank card number and go on a shopping spree for $500,Ashamed that my 15 year old decided to steal my family member's bank card number and go on a shopping spree for $500,Sarcasm,Stealing a family member's bank card number and going on a shopping spree is definitely not something to be proud of because it is dishonest and unethical.,Contradiction,UNQ,FLUTE
1396,2245,In this vale of tears - blah blah blah.,In this miserable place where life is full of sorrow and tragedy - blah blah blah.,Idiom,"A vale of tears is a place where life is full of sorrow and tragedy, which is what is being described in the context.",Entailment,UNQ,FLUTE
1397,5033,The photograph had the beauty of Naomi Campbell,the photo was pretty,Metaphor,,,,FIGQA
1398,8447,"It seemed about par for the course, so I applied, was interviewed and then offered the job, all in reasonably quick time.","It seemed about expected, so I applied, was interviewed and then offered the job, all in reasonably quick time.",Idiom,,Entailment,,IMPLI
1399,3072,"Mom was inside the dim yellow kitchen, pacing like a caged tiger","Mom was inside the dim yellow kitchen, pacing restlessly",Simile,A caged tiger paces back and forth because it is restless and wants to escape.,Entailment,UNQ,FLUTE
1400,5956,Some rehabs will also accept Medicaid insurance to cover treatment.,Some rehabs will also accept Medicaid insurance to pay for treatment.,Metaphor,,Entailment,,IMPLI
1401,1938,I felt so peaceful when it was thundering last night because the loud sounds made it seem like my house was shaking.,I was so frightened when it was thundering last night the loud sounds seemed like my house was shaking.,Sarcasm,Thundering is a loud noise and so hearing it during the night can make someone feel scared because it can sound like their house is shaking when it is not so it is disrupting and not peaceful.,Contradiction,SIM,FLUTE
1402,6420,The instances of this happening are few and far between .,The instances of this happening are scarce .,Idiom,,Entailment,,IMPLI
1403,7927,His team may be ordered to play behind closed doors if they are found guilty of failing to control their fans.,His team may be ordered to play secretly if they are found guilty of failing to control their fans.,Idiom,,Entailment,,IMPLI
1404,1410,The sight of noodles in the sink from last night with maggots today made me feel delighted,I was super grossed out when I left some noodles in the sink last night and today there were maggots.,Sarcasm,Maggots are a type of fly that lays eggs in rotting food and so seeing noodles from last night with maggots today would make anyone feel sick and disgusted.,Contradiction,UNQ,FLUTE
