,Hypothesis,Literal Translation,Premise,Reasoning,Score,BLEURT,BERT,Type,Source,HE1,HE2,Avg HE
187,He waited like a leopard poised to pounce,He waited patiently but was ready to act.,He waited still,"A leopard is an animal that waits and watches its prey before pouncing, so this sentence is describing him as patient but ready to act.
This is why the sentence is a simile.",69.74461377,0.4939595461,0.9009327292,Simile,FLUTE,1,1,1
188,"A whirling vortex surrounded her, but within the vortex she was like a buddhist garden.","A swirling whirlwind was around her, but she remained serene in the midst of it.","Even though she was surrounded by a whirling vortex, she felt peaceful.","Both the whirling vortex and a buddhist garden can create peaceful and calming settings.
This is why the sentence is a simile.",80.36577106,0.6903128028,0.9170026183,Simile,FLUTE,1,1,1
189,"She's big, but she's not very brave-and on the ground she's like a pig on a frozen pond.","She is big, but not very brave-and when moving on the ground she is clumsy and slow.","Even though she's big, she's not very brave-and when she's on the ground, she's clumsy.","Pigs can be relatively heavy, and when on a frozen pond, they can unable to move quickly or with agility, so the simile is used to compare her movements to this. 
This is why the sentence is a simile.",84.0512991,0.7307578921,0.9502680898,Simile,FLUTE,1,1,1
190,Your eyes are like a sack of potatoes.,Your eyes are dull and drab.,Your eyes are baggy.,"A sack of potatoes has a dull and drab appearance.
This is why the sentence is a simile.",80.63204288,0.6787384748,0.9339023829,Simile,AB,1,1,1
191,Your input is like someone who didn’t study properly for a test.,Your input is similar to someone who didn't study properly for a test.,Your input is like someone who does not know what he is talking about.,"A simile is a comparison between two things that use ""like"" or ""as"".",71.32125199,0.5126463771,0.9137786627,Simile,AB,0,0,0
192,The world turned like a fantastic voyage inside a volcano.,The world was spinning round and round in a thrilling and dangerous way.,The world turned orange,"Going inside a volcano is something that is exciting and dangerous, which is what the world was like for the person in this sentence.
This is why the sentence is a simile.",62.17447519,0.3628587127,0.8806307912,Simile,FLUTE,1,1,1
193,The judge is as honest as Pinocchio,The judge is very dishonest.,The judge is dishonest,To be as honest as Pinocchio means to be very dishonest. This is why the sentence is a metaphor.,90.30270576,0.8294686675,0.9765854478,Simile,FLUTE,1,1,1
194,You’ve just made a breakthrough in AI that meant that our species became like landlines in the twenty-first century.,Your breakthrough in AI just made our species obsolete.,Your new AI invention has made our species obsolete.,"If we are like landlines in the twenty-first century, then that means we are outdated and no longer necessary.
This is why the sentence is a simile.",85.51501334,0.7438628078,0.966437459,Simile,FLUTE,1,1,1
195,The waves crashed against the shore like a roaring beast.,The waves struck the shore with the same force and sound of a raging beast.,The waves crashed against the shore violently.,"The waves crashed furiously against the shore with sound and force of a wild animal.
This is why the sentence is a simile.",81.17281199,0.6940019131,0.9294543266,Simile,CHATGPT,1,1,1
196,The tall girl pivoted like a ballerina toward the bag.,The tall girl pivoted gracefully toward the bag.,The tall girl turned toward the bag gracefully.,"A ballerina would move fluidly and gracefully, so the simile implies that the tall girl's movement was graceful and fluid.
This is why the sentence is a simile.",90.21927118,0.8210071921,0.9833782315,Simile,FLUTE,1,1,1
197,You're as affectionate as a crocodile,You're not very affectionate.,You're aggressive and not affectionate,"Crocodiles are not known to be very affectionate, so this is a metaphor describing someone being not very affectionate.",77.63227224,0.6032123566,0.9494330883,Simile,FLUTE,1,1,1
198,"The air was like a soft, soothing blanket",The air was calming and peaceful.,The air was thick and warm,"A soft, soothing blanket implies a calm and peaceful feeling, which is why it is used as a simile.",78.91607881,0.6349548101,0.943366766,Simile,FLUTE,0.5,1,0.75
199,"A character knows that their universe is fictional, but everyone thinks they are like a clown in a courthouse.","The character knows that their universe is make-believe, but everyone sees them as being very strange and uncomfortable.","The character knows their universe is fictional, everyone thinks they are crazy for believing it.","A clown in a courthouse is a metaphor for something that is out of place and awkward.
This is why the sentence is a simile.",81.9648385,0.7088701725,0.9304265976,Simile,FLUTE,0.5,0.5,0.5
200,The night feels as long as a year,The night feels like it lasts forever.,The night feels very long,"Comparing a standard year, which spans 365 nights, to a single night is used to convey the feeling of a night being very long and tedious.
This is why the sentence is a metaphor.",80.82542121,0.6806580424,0.9358503819,Metaphor,FIGQA,1,1,1
201,"A ânecklineâ is drawn connecting the low points after the left shoulder and head (often called âarmpitsâ).If the price drops below the neckline, the pattern is complete and a downtrend is likely underway.","A trend line is drawn connecting the low points after the left shoulder and head (often called ""bases""). If the price drops below the trend line, the pattern is complete and a downtrend is likely underway.","A ânecklineâ is drawn connecting the low points after the left shoulder and head (often called âarmpitsâ).If the price reduced below the neckline, the pattern is complete and a downtrend is likely underway.","The term ""neckline,"" in this context, is a metaphor that compares the pattern of the price to the shape of a neck and shoulder.",81.64289892,0.7327437997,0.9001141787,Metaphor,IMPLI,1,1,1
202,you're as bright as a black hole,You are very intelligent.,You're not bright at all.,"A black hole is a place of intense darkness, so the metaphor is implying that the person is very intelligent.
This is why the sentence is a metaphor.",65.01519084,0.3904647827,0.9098390341,Metaphor,FIGQA,0,0,0
203,The play was as thrilling as watching paint dry,"The play was not thrilling, like watching paint dry.",the play was boring,"The sentence is using a comparison to describe something in an unfavorable light.
The simile is saying that the play was not exciting or interesting.",69.07162368,0.4670094848,0.9144229889,Metaphor,FIGQA,1,1,1
204,It was as easy as herding cats into a swimming pool,It was a tricky and challenging task.,It was not easy,"Herding cats into a swimming pool is a difficult task as cats are not naturally inclined to swim.
This is why the sentence is a simile.",70.46613693,0.4936437607,0.915678978,Metaphor,FIGQA,1,1,1
205,The external candidate was suited to the job like Italian gloves.,The external candidate matched the job perfectly.,The external candidate is well suited to the job.,"The external candidate matched the job perfectly.
This is why the sentence is a metaphor.",86.82020903,0.7795692682,0.9568349123,Metaphor,FIGQA,1,1,1
206,Though his pace he checked and slackened.,Though he slowed down or sped up his actions.,Though his pace he checked and gradually decreased in intensity.,"This is a metaphor because it compares the pace of his actions to the pulling or letting go of a rope, which is not a literal comparison.",73.70270193,0.5968840718,0.8771699667,Metaphor,FLUTE,1,1,1
207,DHS continues to issue guidance and sample templates via the CBSM to assist lead agencies in documenting that non-enrolled vendors meet all applicable service standards.,DHS continues to provide lead agencies with essential tools to properly and effectively document that non-enrolled vendors meet all applicable service standards through the CBSM.,DHS continues to issue guidance and sample templates via the CBSM to assist lead agencies in documenting that non-enrolled vendors fulfill all applicable service standards.,"The phrase ""issuing guidance and sample templates via the CBSM"" is meant to give the understanding that guidance and sample templates are essential tools for lead agencies to be able to properly and effectively document and verify vendors.
This is why the sentence is a metaphor.",85.70016623,0.7664378285,0.947565496,Metaphor,IMPLI,0.5,0.5,0.5
208,the news were leaked to the paper,The news was revealed to the paper.,the news were told to the paper,"Leaked means to reveal the information without being supposed to.
This is why the sentence is a metaphor.",88.77296746,0.827272594,0.9481867552,Metaphor,IMPLI,1,1,1
