Hypothesis,Type,Source,Count
"Dickens has an horrific description of it in The Old Curiosity, Shop (1841), when it had reached the rock bottom of filth and ugliness, and of human degradation.",Idiom,IMPLI,1
I was overjoyed that I had to wait 45 minutes past my appointment time to finally be seen by the dentist,Sarcasm,FLUTE,1
He was too pleasant and easy going for the cut and thrust of commercial life.”,Idiom,FLUTE,1
The cause of the devastating fire at Duesseldorf airport is suspected to have been a rainwater pipe that had caught fire .,Idiom,IMPLI,1
Looks like he'd enjoy the back room at the bait and switch.,Idiom,FLUTE,1
how the death of a Pakistani social media star shook and changed a nation,Metaphor,IMPLI,1
I am trying to work here so please keep annoying me,Sarcasm,FLUTE,1
my personal feelings color my judgment in this case,Metaphor,IMPLI,1
The lamp is the sun,Metaphor,FIG-QA,1
I felt really popular in the room because I didn't feel like anyone was paying attention to me,Sarcasm,FLUTE,1
I felt really nice about the fact that the chicken in my sandwich was undercooked and still lusciously pink/ red in the middle,Sarcasm,FLUTE,1
"He has also had to govern in a persistently difficult environment : a lame - duck president next door in the United ~ States , a severe economic downturn , and the legacy of corruption , negligence , and complicity handed down by his predecessors since 1968 , when Mexico 's old one - party political system began to crumble .",Idiom,IMPLI,1
"So I I fucking get it right , say something , I was right pissed off by this time , next , I , I , I stood out and step forward fucking get closer sort of thing and say something and that was it , .",Idiom,IMPLI,1
You have the face of a chimpanzee.,Simile,AB,1
The environment appeared like an operating room at one of new yorks finest hospitals.,Simile,FLUTE,1
"At that point the nurses would have said well, yes we can see the reasons because we're nearly doctors as well, and the administrator would have been left high and dry.",Idiom,IMPLI,1
The children were roses: beautiful and forlorn.,Metaphor,FLUTE,1
You look as tired as a hazy day.,Simile,AB,1
The weather remains comfortable but the prices drop in May on the island paradise of Barbados.,Metaphor,IMPLI,1
He always wore a smile.,Metaphor,FLUTE,1
"And when push comes to shove, I'm a predator.",Idiom,FLUTE,1
Zoe eldritch did not bat an eye.,Idiom,FLUTE,1
His eyes danced for a moment and I caught something like a lighter sparking right before it jumps to full flame.,Simile,FLUTE,1
I am elated that my son cheated on a test because it clearly shows he is better than all the other kids.,Sarcasm,FLUTE,1
I am utterly delighted that my 15 year old son crashed my ferrari while taking it for a test drive,Sarcasm,FLUTE,1
GloveWhisperer only offers products and services that meet our core values for PERFROMANCE + CONFIDENCE = SUCCESS.,Metaphor,IMPLI,1
"Her arm linked through his , publicly staking her claim , the woman had gazed adoringly up at him , and with ill - concealed triumph at everyone else .",Idiom,IMPLI,1
The stone is a bore,Metaphor,FIG-QA,1
The time spent was a mosquito,Metaphor,FIG-QA,1
The situation was cut and dried.,Idiom,FLUTE,1
You may be able to use insurance to cover some or all of it.,Metaphor,IMPLI,1
Bought an exercise bike and am really proud that it just collects dust in the corner,Sarcasm,FLUTE,1
I heard the in-flight entertainment is out of this world.,Idiom,FLUTE,1
Mikhail scattered his pocket change in front of the beggars like crumbs of bread.,Simile,Kaggle,1
We pride ourselves on the ability to respond quickly and directly with services you need to meet your business goals.,Metaphor,IMPLI,1
Soulflower Healthy Breathing Regime has dropped from its initial price of Rs.,Metaphor,IMPLI,1
"‘ We 've had more paperwork , not less , since the trust took over , ’ Buzz said tartly .",Metaphor,IMPLI,1
It makes me feel really loved when I try to meet friends and they are all too busy,Sarcasm,FLUTE,1
I am so happy with the slow internet speeds that I can't even load my Facebook.,Sarcasm,FLUTE,1
I almost smiled when I saw people eating cockroaches on TV.,Sarcasm,FLUTE,1
"The Code includes minimum service levels and standards for meeting consumer requirements, handling complaints and providing compensation.",Metaphor,IMPLI,1
Promote process improvements and innovation to drive business process optimization,Metaphor,IMPLI,1
"He shrugs and gives me a look that tells me he's been there, done that but doesn't say so.",Idiom,FLUTE,1
Frogmore must hold the fort .,Idiom,IMPLI,1
"After my ex-boyfriend of over 4 years left me cruelly for another woman, I felt really great",Sarcasm,FLUTE,1
I am so proud of myself for not remembering a single friend's birthday until facebook reminded me.,Sarcasm,FLUTE,1
It was like a woodland deadfall in winter before the snow.,Simile,FLUTE,1
His gaze is like granite,Metaphor,FIG-QA,1
It is therefore imperative and necessary that the needs and services of the clients are met both physically and mentally.,Metaphor,IMPLI,1
"Does the new breed of technology real estate companies hit the market at an inopportune time, just as the housing market cools?",Metaphor,IMPLI,1
"You agree to take full responsibility for any harm or damage you suffer as a result of the use, or non-use, of the information available on this Website or the resources available for download from this Website.",Metaphor,IMPLI,1
"How many times have hard - working men arrived home from work only to find that the house is upside down, furniture completely re - arranged and their favourite chair completely out of kilter with the best view of the TV?",Idiom,IMPLI,1
"It was pissing me off that I was so much more powerful than he was, yet I couldn't lay a finger on him.",Idiom,FLUTE,1
The music file format surged into widespread use in the late 1990s on the crest of the Napster revolution and continues to ride high with the success of Apple Computer's iPod music ...,Metaphor,IMPLI,1
And  made  known unto the people,Metaphor,IMPLI,1
You are as modern as a cassette player.,Simile,AB,1
I get so inspired when my daughter can't even follow simple directions because she is too busy on her phone.,Sarcasm,FLUTE,1
We take pride in providing high quality and affordable funeral services that meet the special needs of your family.,Metaphor,IMPLI,1
I was so happy when me and my partner were having a disagreement in the shopping mall and everyone was watching us.,Sarcasm,FLUTE,1
The moon glared back at itself from the lake's surface.,Metaphor,FLUTE,1
The bike tires have the sturdiness of a vanilla wafer.,Metaphor,FIG-QA,1
You're arguing the toss over the small print as to whether or not it's covered.,Idiom,IMPLI,1
she was besieged by so many problems that she got discouraged,Metaphor,IMPLI,1
I was so proud when my cousin threw her food on the floor and it made me absolutely want to babysit her again,Sarcasm,FLUTE,1
The surviving commoners who do not give a darn about it.,Idiom,FLUTE,1
I don't care at all that Bill Gates has more money than I will ever have.,Sarcasm,FLUTE,1
What a delightful suprise it was when I opened the new phone box and there was nothing inside,Sarcasm,FLUTE,1
You guys are like oil and water in a blender set on full blast.,Idiom,FLUTE,1
"Luckily for me, my younger brother always manages to get the prettiest girls to date while I get to remain single",Sarcasm,FLUTE,1
she clawed the doorknob.,Metaphor,IMPLI,1
I was over the moon when I got rear ended last Friday while sitting at a stop light.,Sarcasm,FLUTE,1
"Upwardly so, I suppose, since I have now hit rock bottom.",Idiom,IMPLI,1
If you don't hear the sound of the drives spinning up to speed then one of the connectors is the wrong way round.,Idiom,IMPLI,1
"A faint smile curved her lips, and then I heard her voice in my mind like a welcome breeze on a summer day.",Simile,FLUTE,1
We called the tune .,Idiom,IMPLI,1
Glad that I woke up to find my wallet was stolen and all my money missing,Sarcasm,FLUTE,1
THEY might be the underdogs but Sunder land have proved in the past that when it comes to Wembley finals they can rise to the occasion.,Idiom,IMPLI,1
He was as delicate as a daisy,Metaphor,FIG-QA,1
She was like a feral hunting beast .,Simile,FLUTE,1
Apart from his appearance at the funeral Mr Yeltsin kept a low profile yesterday.,Idiom,IMPLI,1
The Medical Tourism Association reports that a majority of US medical tourists are seeking to undergo procedures not covered by their insurance at home.,Metaphor,IMPLI,1
You look like a glow stick.,Simile,AB,1
"As the clouds are  swept  from heaven ,",Metaphor,IMPLI,1
You have to hope that its blankness will slowly dissolve and let life in .,Metaphor,IMPLI,1
The kitten was as weak as an ant,Metaphor,FIG-QA,1
"Since your insurance is designed to cover the costs of both your home/condo and its contents, the renovations may change the amount of betterments and improvements required on your policy to make sure you're fully covered.",Metaphor,IMPLI,1
She is the Blight of our days,Metaphor,FIG-QA,1
You cry like a dramatic teenager who just found out their favourite show was cancelled.,Simile,AB,1
"No, she declared, now looking like a peacock.",Simile,FLUTE,1
Realization hit him like a full broadside from a galleon's cannons.,Simile,FLUTE,1
"Every once in a while he holds out a small portion of meat, which the Skeleton chews furiously and swallows, with the same lack of success as before.",Idiom,IMPLI,1
"BSkyB ( Sky Television ) is firmly in the black and the 50%-owned satellite venture now has weekly revenues of more than £ 6 m , with 80 % coming from pay service subscriptions .",Idiom,IMPLI,1
"Oh I'm sorry, did I touch a nerve?”",Idiom,FLUTE,1
The politician has the transparency of a metal door,Metaphor,FIG-QA,1
"That's pretty funny, considering you smoke like a chimney.",Idiom,FLUTE,1
"For every office snack tray sold, we donate 15 meals to help fight childhood hunger here in the US.",Metaphor,IMPLI,1
"Blazed  and flared the red horizon ,",Metaphor,IMPLI,1
"The course since then has not been all plain sailing , as changes in the launch date , originally set for August 1981 , reflect .",Idiom,IMPLI,1
I will not allow you to kill the girl in cold blood.,Idiom,FLUTE,1
And knowledgeable not only can you apply for a long term care costs on covering your pets the best insurance possible.,Metaphor,IMPLI,1
This dress makes you look like a horror show.,Simile,AB,1
"The familiar, acrid scent triggered all sorts of emotions that were better left dead and buried deep inside me.",Idiom,FLUTE,1
"Being invisible was not all fun and games, as that incident had proved.”",Idiom,FLUTE,1
One of the easiest things I have ever experienced was losing my family pet after 10 years,Sarcasm,FLUTE,1
"Okay, Health Master, is that the plan that's going to fit the bill.",Idiom,IMPLI,1
That is as easy as shooting fish in a barrel.,Simile,Kaggle,1
The young athlete looked as strong as an ox.,Simile,Kaggle,1
I feel so confident when my regional boss visits it's like my anxiety skyrockets,Sarcasm,FLUTE,1
Cigarette smoking has caused me to feel proud about myself for all the years I have wasted,Sarcasm,FLUTE,1
He jumped a mile.,Metaphor,FIG-QA,1
Your approach is like a bad golfer.,Simile,AB,1
sales were climbing after prices were lowered,Metaphor,IMPLI,1
