,Hypothesis,Type,Source
3184,"It hung in the sky, like a clean plate at the bottom of a scummy sink.",Simile,FLUTE
7598,"Your manners are like you want to be liked, but you should feel confident to tell the truth.",Simile,AB
3480,"But I was, it perplexed me and gave me food for thought as I made my way back outside the club.",Idiom,FLUTE
635,I am so happy that my girlfriend said no when I asked her to marry me,Sarcasm,FLUTE
6409,"Major reform of the welfare system was one of Carter 's most important objectives , but that too fell by the wayside .",Idiom,IMPLI
5938,"If you find yourself becoming increasingly disenchanted with the idea of traveling to an office every day, wishing you could spend more time with your kids or just craving a little more freedom with your work schedule, it might be time for you to consider becoming a telecommuter.",Metaphor,IMPLI
7281,Your input is like vinegar on an open wound. ,Simile,AB
705,I am totally feeling so happy and calm with the traffic jams and the sound of car horns.,Sarcasm,FLUTE
1265,I felt so proud of my memory for forgetting my sister's birthday and only remembering to call her today.,Sarcasm,FLUTE
4755,The man has the voice of A flute,Metaphor,FIGQA
3719,The words cut through the air like a hot iron sharpening skirt pleats.,Simile,FLUTE
4559,"Of the happy days that  followed  ,",Metaphor,IMPLI
8070,It is only in the long run that a match gradually emerges between what is seen to happen and what is said to happen.,Idiom,IMPLI
2764,She might step up to the plate once she knew what a crappy job her son was doing of raising her granddaughter.,Idiom,FLUTE
7185,Your arms are like a force of nature.,Simile,AB
6094,"Erm so I mean I think , you know , it might be useful , well , in some ways it would be very useful for you to have erm two sort of six month stints in rather different environments so that then you 'd sort of keep your options open a bit .",Idiom,IMPLI
5438,All of them have been trained to up hold our steady services that meet your high standards.,Metaphor,IMPLI
1317,I was so proud of myself when my social anxiety caused me to make a mistake while paying the cashier,Sarcasm,FLUTE
3796,"Now, without any notice, I'd like to invite ms. Rachael aston to bring everyone up to speed with respect to florida operations.",Idiom,FLUTE
2838,Fifty dollars each is daylight robbery!,Idiom,FLUTE
1231,I was filled with joy when the driver in front of me decided to cut me off and caused me to spill my coffee,Sarcasm,FLUTE
1709,Every time I see my parents smoking I get a glow of happiness because I know that cancer is a very real possibility for them,Sarcasm,FLUTE
1786,I am absolutely pleased that my mortgage payment has increased this year without any warning,Sarcasm,FLUTE
5998,"Similarly , an increase in the number of brands on offer may be a consumer gain , even though it reduces the probability of new suppliers entering the market in the long run .",Idiom,IMPLI
5827,"This service was introduced to meet demand particularly for valves need as spares or for prototypes, often for use on hydraulic power unit (HPU) control panels on industrial, marine and offshore applications.",Metaphor,IMPLI
2738,The gun kicked back into my shoulder.,Metaphor,FLUTE
328,I feel proud that I accidentally broke the statuette my grandmother gave to my sister,Sarcasm,FLUTE
6328,"In all directions it seemed that scientific investigation was triumphing over ignorance , and scientific analysis replacing rule of thumb .",Idiom,IMPLI
445,"I am still laughing about the fact that even though my boss said it was a guarantee, I didn't get the promotion I wanted",Sarcasm,FLUTE
1243,My roommate's incompetence makes me feel pleased that he couldn't even clean the apartment while I was away on vacation,Sarcasm,FLUTE
3904,"Meanwhile, the j'd warrior was a sitting duck as malaki braced him against the turnbuckle.",Idiom,FLUTE
4467,They win their parents over with a rose-tinted vision of the world which is decidedly reassuring .,Metaphor,IMPLI
1491,I just found out that I'm lucky enough to not be able to afford to go to school anymore because I used up all my financial aid,Sarcasm,FLUTE
5201,The tub finish looked like polished glass,Metaphor,FIGQA
6278,"He said it remained in the black but he refused to rule out job cuts at the factory , where 40 workers lost their jobs last year .",Idiom,IMPLI
5003,He should be cooking for Gordon Ramsay,Metaphor,FIGQA
29,I feel really cared for right now because all my friends stopped talking to me and I don't know why,Sarcasm,FLUTE
4200,"It was clear that the asps must win the day, though-and then the teal had struck heavily aground, throwing everyone flat on deck.",Idiom,FLUTE
1529,I felt really appreciated when my husband used to talk to his ex girlfriend all the time because she was with one of his friends,Sarcasm,FLUTE
5884,Soulflower Acne & Pimples Regime has dropped from its initial price of Rs.,Metaphor,IMPLI
3197,"Everything had been going alright, he was even going to get away with a slap on the wrist, but then m's.",Idiom,FLUTE
2917,Whom fate has slapped with a weight of woes.,Metaphor,FLUTE
4638,dashed by the refusal,Metaphor,IMPLI
6732,The sand was as warm as a blanket straight from the dryer.,Simile,CHATGPT
6555,"When the examination finished, the candidate felt as light as a feather.",Simile,Kaggle
6099,"He put it in a nutshell when he said she was the sort of girl who , if there had been a meadow handy , would have been out there in a flash picking cowslips .",Idiom,IMPLI
7143,Your nose bears a lot of similarity to a pineapple.,Simile,AB
4870,The falling comet was like a firework,Metaphor,FIGQA
3616,"No offense meant, of course, but you chemists are ten a penny.",Idiom,FLUTE
2495,She was like a high-definition tv .,Simile,FLUTE
6070,But an intimate dinner at the château was another matter altogether — because this would be the first time she 'd as much as set eyes on him since he 'd walked away from her outside this very room on that awful night .,Idiom,IMPLI
1806,I was really proud of my academic diligence for resorting to use the internet as a crutch because I skimmed through the literature and didn't do any of the reading,Sarcasm,FLUTE
6954,Your hair looks like a nest.,Simile,AB
3144,"She had known the fru wanted her tested, but she hadn't believed they'd go so far as to contact her mom.",Idiom,FLUTE
6645,"She was as distant as a remote tropical island, uncivilized, unspoiled.",Simile,Kaggle
7834,Your manners are as clear as a foggy day.,Simile,AB
52,"The other day at work, I was very proud of showing my ugly side by losing my temper when I should have remained calm.",Sarcasm,FLUTE
302,I feel so appreciated because my friends went on vacation without me and now I have no one to hang out with for three weeks.,Sarcasm,FLUTE
3998,"This morning, however, blankets and pillows thwarted her; she could only flounder gracelessly up to her elbows, her backbone like a noodle.",Simile,FLUTE
1971,I am absolutely on seventh heaven for losing my phone while running errands today,Sarcasm,FLUTE
1960,I feel like a really loving husband for forgetting my anniversary and I'm so happy.,Sarcasm,FLUTE
7327,Your skin is like tissue paper.,Simile,AB
2439,His body was twisted by leprosy.,Metaphor,FLUTE
8198,"The thing I was getting so pissed off cos I've run it about ten times now, cos you keep coming and do alterations!",Idiom,IMPLI
5346,Jacob's novel has the depth of a kiddie pool,Metaphor,FIGQA
1036,I felt no sense of jealousy when without doing any hardwork my friend won from the lottery ticket that she bought for only a dollar.,Sarcasm,FLUTE
6378,"Abel plays with his overwhelming sound system ; on bounces a heavily tampered cover of ' Dancing Queen ' , cut intermittently with a Scottish rap .",Idiom,IMPLI
6875,The rain was as heavy as a hammer striking a nail.,Simile,CHATGPT
1822,I was really glad when I realized that I had to spend the past two days in bed feeling sick and disgusted,Sarcasm,FLUTE
308,I was at this really swanky restaurant and I am so glad my false tooth popped out while I was eating the bread.,Sarcasm,FLUTE
7559,Your manners are like an overbearing waiter.,Simile,AB
5004,The sacrifice has the depth of an ornamental Christmas Trifle,Metaphor,FIGQA
5109,Maintaining a friendship long distance is madness,Metaphor,FIGQA
4922,The boy's wit is as sharp as a razor,Metaphor,FIGQA
4073,I muffled my anger and kept quiet.,Metaphor,FLUTE
4537,Harmless  fell  the heavy war-club ;,Metaphor,IMPLI
7304,You are as hungry as the wolf.,Simile,AB
3384,"And he handed them each a warm pie and small beer from his own jug, then left them to eat while he rearranged his wares.",Idiom,FLUTE
1776,I just love the sound of people loudly breathing while they eat a sandwich.,Sarcasm,FLUTE
4558,"Could not  see  your heart of passion ,",Metaphor,IMPLI
676,After seeing a photo of myself from 4 years ago I feel so pleased for having gained so much weight.,Sarcasm,FLUTE
5802,"You might have to pay more out of pocket for this treatment, if your insurance doesnât cover the full cost.",Metaphor,IMPLI
490,I recently lost my job and I've never been happier,Sarcasm,FLUTE
1743,The sight of a man running through my neighborhood sans clothes was pretty charming.,Sarcasm,FLUTE
1502,It feels so fantastic that I had to give my pet up for adoption because my new apartment wouldn't take them,Sarcasm,FLUTE
7350,Your responses are like white noise.,Simile,AB
610,"My co-worker always manages to ruin my day, I look forward to it so much.",Sarcasm,FLUTE
591,I got into a car accident this morning because the other driver was being very responsible by paying attention to his text messages over the road.,Sarcasm,FLUTE
378,The fact that all of the classes I wanted to take are already full makes me feel like celebrating with champagne.,Sarcasm,FLUTE
4210,"You had better make it snappy, as there is a gentleman down stairs in a blue uniform who wants to speak to you.",Idiom,FLUTE
7895,You walk like someone walking through fire.,Simile,AB
2628,I had to take it on faith that finn wouldn't let the cat out of the bag.,Idiom,FLUTE
7543,Your voice sounds like car brakes squealing.,Simile,AB
4988,This weeknight meal encompasses as much food as a few crumbs,Metaphor,FIGQA
5413,The surface is as big as A piece of toilet paper,Metaphor,FIGQA
3026,"After three martinis, Abhinav was feeling unwell.",Metaphor,FLUTE
1100,I feel really proud of myself over the fact that I am not living up to my own expectations of being healthy and fit,Sarcasm,FLUTE
